edge_id,供方,需方,占比或金额,财年,边等级,证据文件,锚点,验证状态,备注
D001,光迅科技,客户第1名(匿名),15.24%(1006682470.32元),2023,半边槽位,demo/data/002281/002281__em_光迅科技_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,demo管线自动生成-未人工复核,原始名称:客户一
D002,光迅科技,客户第2名(匿名),7.65%(505298944.03元),2023,半边槽位,demo/data/002281/002281__em_光迅科技_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,demo管线自动生成-未人工复核,原始名称:客户二
D003,光迅科技,烽火通信科技股份有限公司,5.59%(369224117.92元),2023,实边,demo/data/002281/002281__em_光迅科技_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,demo管线自动生成-未人工复核,关联方锁定候选
D004,光迅科技,客户第4名(匿名),4.10%(270770349.70元),2023,半边槽位,demo/data/002281/002281__em_光迅科技_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,demo管线自动生成-未人工复核,原始名称:客户四
D005,光迅科技,客户第5名(匿名),3.63%(240067597.33元),2023,半边槽位,demo/data/002281/002281__em_光迅科技_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,demo管线自动生成-未人工复核,原始名称:客户五
D006,供应商第1名(匿名),光迅科技,4.77%(207738426.48元),2023,半边槽位,demo/data/002281/002281__em_光迅科技_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,demo管线自动生成-未人工复核,原始名称:供应商 1
D007,供应商第2名(匿名),光迅科技,3.05%(132707616.65元),2023,半边槽位,demo/data/002281/002281__em_光迅科技_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,demo管线自动生成-未人工复核,原始名称:供应商 2
D008,供应商第3名(匿名),光迅科技,3.01%(130930766.09元),2023,半边槽位,demo/data/002281/002281__em_光迅科技_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,demo管线自动生成-未人工复核,原始名称:供应商 3
D009,供应商第4名(匿名),光迅科技,2.83%(122951930.75元),2023,半边槽位,demo/data/002281/002281__em_光迅科技_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,demo管线自动生成-未人工复核,原始名称:供应商 4
D010,供应商第5名(匿名),光迅科技,2.42%(105514811.68元),2023,半边槽位,demo/data/002281/002281__em_光迅科技_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,demo管线自动生成-未人工复核,原始名称:供应商 5
D011,光迅科技,客户第1名(匿名),12.42%(1123216719.41元),2024,半边槽位,demo/data/002281/002281__em_光迅科技_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,demo管线自动生成-未人工复核,原始名称:客户 1
D012,光迅科技,客户第2名(匿名),9.47%(856489091.23元),2024,半边槽位,demo/data/002281/002281__em_光迅科技_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,demo管线自动生成-未人工复核,原始名称:客户 2
D013,光迅科技,客户第3名(匿名),5.97%(540184946.18元),2024,半边槽位,demo/data/002281/002281__em_光迅科技_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,demo管线自动生成-未人工复核,原始名称:客户 3
D014,光迅科技,客户第4名(匿名),5.61%(507468712.22元),2024,半边槽位,demo/data/002281/002281__em_光迅科技_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,demo管线自动生成-未人工复核,原始名称:客户 4
D015,光迅科技,客户第5名(匿名),4.45%(402076321.03元),2024,半边槽位,demo/data/002281/002281__em_光迅科技_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,demo管线自动生成-未人工复核,原始名称:客户 5
D016,供应商第1名(匿名),光迅科技,10.08%(899264700.94元),2024,半边槽位,demo/data/002281/002281__em_光迅科技_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,demo管线自动生成-未人工复核,原始名称:供应商 1
D017,供应商第2名(匿名),光迅科技,5.96%(531734607.49元),2024,半边槽位,demo/data/002281/002281__em_光迅科技_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,demo管线自动生成-未人工复核,原始名称:供应商 2
D018,供应商第3名(匿名),光迅科技,5.85%(521504849.00元),2024,半边槽位,demo/data/002281/002281__em_光迅科技_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,demo管线自动生成-未人工复核,原始名称:供应商 3
D019,供应商第4名(匿名),光迅科技,3.14%(280333201.42元),2024,半边槽位,demo/data/002281/002281__em_光迅科技_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,demo管线自动生成-未人工复核,原始名称:供应商 4
D020,供应商第5名(匿名),光迅科技,2.97%(264939351.72元),2024,半边槽位,demo/data/002281/002281__em_光迅科技_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-24/1223234851.PDF,demo管线自动生成-未人工复核,原始名称:供应商 5
D021,光迅科技,客户第1名(匿名),15.16%(1807934600.51元),2025,半边槽位,demo/data/002281/002281__em_光迅科技_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,demo管线自动生成-未人工复核,原始名称:客户 1
D022,光迅科技,客户第2名(匿名),11.83%(1411719583.75元),2025,半边槽位,demo/data/002281/002281__em_光迅科技_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,demo管线自动生成-未人工复核,原始名称:客户 2
D023,光迅科技,客户第3名(匿名),9.67%(1153229231.18元),2025,半边槽位,demo/data/002281/002281__em_光迅科技_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,demo管线自动生成-未人工复核,原始名称:客户 3
D024,光迅科技,客户第4名(匿名),8.15%(971977854.41元),2025,半边槽位,demo/data/002281/002281__em_光迅科技_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,demo管线自动生成-未人工复核,原始名称:客户 4
D025,光迅科技,客户第5名(匿名),3.68%(438552234.37元),2025,半边槽位,demo/data/002281/002281__em_光迅科技_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,demo管线自动生成-未人工复核,原始名称:客户 5
D026,供应商第1名(匿名),光迅科技,8.81%(960791526.94元),2025,半边槽位,demo/data/002281/002281__em_光迅科技_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,demo管线自动生成-未人工复核,原始名称:供应商 1
D027,供应商第2名(匿名),光迅科技,5.87%(640290662.04元),2025,半边槽位,demo/data/002281/002281__em_光迅科技_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,demo管线自动生成-未人工复核,原始名称:供应商 2
D028,供应商第3名(匿名),光迅科技,4.34%(473876577.94元),2025,半边槽位,demo/data/002281/002281__em_光迅科技_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,demo管线自动生成-未人工复核,原始名称:供应商 3
D029,供应商第4名(匿名),光迅科技,4.19%(456597551.95元),2025,半边槽位,demo/data/002281/002281__em_光迅科技_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,demo管线自动生成-未人工复核,原始名称:供应商 4
D030,供应商第5名(匿名),光迅科技,3.46%(377894225.06元),2025,半边槽位,demo/data/002281/002281__em_光迅科技_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,demo管线自动生成-未人工复核,原始名称:供应商 5
D031,中际旭创,客户第1名(匿名),36.30%(3890566262.38元),2023,半边槽位,demo/data/300308/300308__em_中际旭创_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219703026.PDF,demo管线自动生成-未人工复核,原始名称:客户 A
D032,中际旭创,客户第2名(匿名),12.03%(1289720577.91元),2023,半边槽位,demo/data/300308/300308__em_中际旭创_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219703026.PDF,demo管线自动生成-未人工复核,原始名称:客户 B
D033,中际旭创,客户第3名(匿名),11.53%(1235663919.23元),2023,半边槽位,demo/data/300308/300308__em_中际旭创_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219703026.PDF,demo管线自动生成-未人工复核,原始名称:客户 C
D034,中际旭创,客户第4名(匿名),10.45%(1120102993.17元),2023,半边槽位,demo/data/300308/300308__em_中际旭创_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219703026.PDF,demo管线自动生成-未人工复核,原始名称:客户 D
D035,中际旭创,客户第5名(匿名),3.40%(364782116.20元),2023,半边槽位,demo/data/300308/300308__em_中际旭创_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219703026.PDF,demo管线自动生成-未人工复核,原始名称:客户 E
D036,供应商第1名(匿名),中际旭创,27.82%(1840569759.37元),2023,半边槽位,demo/data/300308/300308__em_中际旭创_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219703026.PDF,demo管线自动生成-未人工复核,原始名称:供应商 A
D037,供应商第2名(匿名),中际旭创,9.31%(615961653.11元),2023,半边槽位,demo/data/300308/300308__em_中际旭创_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219703026.PDF,demo管线自动生成-未人工复核,原始名称:供应商 B
D038,供应商第3名(匿名),中际旭创,5.25%(347012348.26元),2023,半边槽位,demo/data/300308/300308__em_中际旭创_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219703026.PDF,demo管线自动生成-未人工复核,原始名称:供应商 C
D039,供应商第4名(匿名),中际旭创,4.52%(298870646.57元),2023,半边槽位,demo/data/300308/300308__em_中际旭创_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219703026.PDF,demo管线自动生成-未人工复核,原始名称:供应商 D
D040,供应商第5名(匿名),中际旭创,2.53%(167289038.16元),2023,半边槽位,demo/data/300308/300308__em_中际旭创_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219703026.PDF,demo管线自动生成-未人工复核,原始名称:供应商 E
D041,中际旭创,客户第1名(匿名),22.43%(5351299636.29元),2024,半边槽位,demo/data/300308/300308__em_中际旭创_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,demo管线自动生成-未人工复核,原始名称:客户 A
D042,中际旭创,客户第2名(匿名),21.30%(5082442859.17元),2024,半边槽位,demo/data/300308/300308__em_中际旭创_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,demo管线自动生成-未人工复核,原始名称:客户 B
D043,中际旭创,客户第3名(匿名),18.77%(4477918180.43元),2024,半边槽位,demo/data/300308/300308__em_中际旭创_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,demo管线自动生成-未人工复核,原始名称:客户 C
D044,中际旭创,客户第4名(匿名),7.75%(1849477639.78元),2024,半边槽位,demo/data/300308/300308__em_中际旭创_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,demo管线自动生成-未人工复核,原始名称:客户 D
D045,中际旭创,客户第5名(匿名),4.50%(1074489199.41元),2024,半边槽位,demo/data/300308/300308__em_中际旭创_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,demo管线自动生成-未人工复核,原始名称:客户 E
D046,供应商第1名(匿名),中际旭创,29.97%(4904475500.43元),2024,半边槽位,demo/data/300308/300308__em_中际旭创_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,demo管线自动生成-未人工复核,原始名称:供应商 A
D047,供应商第2名(匿名),中际旭创,7.70%(1259847837.69元),2024,半边槽位,demo/data/300308/300308__em_中际旭创_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,demo管线自动生成-未人工复核,原始名称:供应商 B
D048,供应商第3名(匿名),中际旭创,5.73%(937358151.35元),2024,半边槽位,demo/data/300308/300308__em_中际旭创_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,demo管线自动生成-未人工复核,原始名称:供应商 C
D049,供应商第4名(匿名),中际旭创,4.50%(736373333.46元),2024,半边槽位,demo/data/300308/300308__em_中际旭创_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,demo管线自动生成-未人工复核,原始名称:供应商 D
D050,供应商第5名(匿名),中际旭创,3.06%(501370759.44元),2024,半边槽位,demo/data/300308/300308__em_中际旭创_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223155483.PDF,demo管线自动生成-未人工复核,原始名称:供应商 E
D051,中际旭创,客户第1名(匿名),24.06%(9201495755.91元),2025,半边槽位,demo/data/300308/300308__em_中际旭创_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,demo管线自动生成-未人工复核,原始名称:客户 A
D052,中际旭创,客户第2名(匿名),18.26%(6981202208.21元),2025,半边槽位,demo/data/300308/300308__em_中际旭创_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,demo管线自动生成-未人工复核,原始名称:客户 B
D053,中际旭创,客户第3名(匿名),14.22%(5438189570.59元),2025,半边槽位,demo/data/300308/300308__em_中际旭创_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,demo管线自动生成-未人工复核,原始名称:客户 C
D054,中际旭创,客户第4名(匿名),11.34%(4337902496.40元),2025,半边槽位,demo/data/300308/300308__em_中际旭创_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,demo管线自动生成-未人工复核,原始名称:客户 D
D055,中际旭创,客户第5名(匿名),8.10%(3096780769.22元),2025,半边槽位,demo/data/300308/300308__em_中际旭创_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,demo管线自动生成-未人工复核,原始名称:客户 E;关联方锁定候选;解匿线索:PINEWAVE
D056,供应商第1名(匿名),中际旭创,35.76%(8885926791.46元),2025,半边槽位,demo/data/300308/300308__em_中际旭创_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,demo管线自动生成-未人工复核,原始名称:供应商 A
D057,供应商第2名(匿名),中际旭创,4.95%(1230014576.53元),2025,半边槽位,demo/data/300308/300308__em_中际旭创_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,demo管线自动生成-未人工复核,原始名称:供应商 B
D058,供应商第3名(匿名),中际旭创,4.50%(1118969898.81元),2025,半边槽位,demo/data/300308/300308__em_中际旭创_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,demo管线自动生成-未人工复核,原始名称:供应商 C
D059,供应商第4名(匿名),中际旭创,3.18%(789695027.30元),2025,半边槽位,demo/data/300308/300308__em_中际旭创_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,demo管线自动生成-未人工复核,原始名称:供应商 D
D060,供应商第5名(匿名),中际旭创,3.11%(772252396.31元),2025,半边槽位,demo/data/300308/300308__em_中际旭创_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,demo管线自动生成-未人工复核,原始名称:供应商 E
D061,天孚通信,"Fabrinet Co.,Ltd.",53.61%(1039308855.95元),2023,实边,demo/data/300394/300394__em_天孚通信_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,demo管线自动生成-未人工复核,
D062,天孚通信,客户第2名(匿名),8.42%(62726780.70元),2023,半边槽位,demo/data/300394/300394__em_天孚通信_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,demo管线自动生成-未人工复核,原始名称:第二名
D063,天孚通信,客户第3名(匿名),8.84%(171267203.92元),2023,半边槽位,demo/data/300394/300394__em_天孚通信_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,demo管线自动生成-未人工复核,原始名称:第三名
D064,天孚通信,客户第4名(匿名),5.67%(109827978.79元),2023,半边槽位,demo/data/300394/300394__em_天孚通信_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,demo管线自动生成-未人工复核,原始名称:第四名
D065,天孚通信,客户第5名(匿名),2.40%(46582299.14元),2023,半边槽位,demo/data/300394/300394__em_天孚通信_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,demo管线自动生成-未人工复核,原始名称:第五名
D066,供应商第1名(匿名),天孚通信,29.37%(218839393.32元),2023,半边槽位,demo/data/300394/300394__em_天孚通信_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,demo管线自动生成-未人工复核,原始名称:第一名
D067,供应商第2名(匿名),天孚通信,8.42%(62726780.70元),2023,半边槽位,demo/data/300394/300394__em_天孚通信_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,demo管线自动生成-未人工复核,原始名称:第二名
D068,供应商第3名(匿名),天孚通信,7.56%(56331651.42元),2023,半边槽位,demo/data/300394/300394__em_天孚通信_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,demo管线自动生成-未人工复核,原始名称:第三名
D069,供应商第4名(匿名),天孚通信,4.82%(35880346.65元),2023,半边槽位,demo/data/300394/300394__em_天孚通信_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,demo管线自动生成-未人工复核,原始名称:第四名
D070,供应商第5名(匿名),天孚通信,4.56%(33999347.68元),2023,半边槽位,demo/data/300394/300394__em_天孚通信_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,demo管线自动生成-未人工复核,原始名称:第五名
D071,天孚通信,Fabrinet,61.69%(2005917035.59元),2024,实边,demo/data/300394/300394__em_天孚通信_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,demo管线自动生成-未人工复核,
D072,天孚通信,客户第2名(匿名),8.87%(288559087.49元),2024,半边槽位,demo/data/300394/300394__em_天孚通信_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,demo管线自动生成-未人工复核,原始名称:第二名
D073,天孚通信,客户第3名(匿名),6.43%(208997464.25元),2024,半边槽位,demo/data/300394/300394__em_天孚通信_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,demo管线自动生成-未人工复核,原始名称:第三名
D074,天孚通信,客户第4名(匿名),6.25%(203373612.74元),2024,半边槽位,demo/data/300394/300394__em_天孚通信_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,demo管线自动生成-未人工复核,原始名称:第四名
D075,天孚通信,客户第5名(匿名),3.56%(115611494.07元),2024,半边槽位,demo/data/300394/300394__em_天孚通信_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,demo管线自动生成-未人工复核,原始名称:第五名
D076,供应商第1名(匿名),天孚通信,35.49%(512255712.65元),2024,半边槽位,demo/data/300394/300394__em_天孚通信_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,demo管线自动生成-未人工复核,原始名称:第一名
D077,供应商第2名(匿名),天孚通信,8.77%(126636223.27元),2024,半边槽位,demo/data/300394/300394__em_天孚通信_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,demo管线自动生成-未人工复核,原始名称:第二名
D078,供应商第3名(匿名),天孚通信,4.29%(61846278.43元),2024,半边槽位,demo/data/300394/300394__em_天孚通信_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,demo管线自动生成-未人工复核,原始名称:第三名
D079,供应商第4名(匿名),天孚通信,3.40%(49066382.80元),2024,半边槽位,demo/data/300394/300394__em_天孚通信_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,demo管线自动生成-未人工复核,原始名称:第四名
D080,供应商第5名(匿名),天孚通信,2.46%(35477475.34元),2024,半边槽位,demo/data/300394/300394__em_天孚通信_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,demo管线自动生成-未人工复核,原始名称:第五名
D081,天孚通信,Fabrinet,63.31%(3268843594.94元),2025,实边,demo/data/300394/300394__em_天孚通信_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,demo管线自动生成-未人工复核,
D082,天孚通信,客户第2名(匿名),11.66%(601931536.36元),2025,半边槽位,demo/data/300394/300394__em_天孚通信_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,demo管线自动生成-未人工复核,原始名称:第二名
D083,天孚通信,客户第3名(匿名),7.50%(387027101.75元),2025,半边槽位,demo/data/300394/300394__em_天孚通信_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,demo管线自动生成-未人工复核,原始名称:第三名
D084,天孚通信,客户第4名(匿名),3.95%(203826900.23元),2025,半边槽位,demo/data/300394/300394__em_天孚通信_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,demo管线自动生成-未人工复核,原始名称:第四名
D085,天孚通信,客户第5名(匿名),3.31%(171140348.27元),2025,半边槽位,demo/data/300394/300394__em_天孚通信_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,demo管线自动生成-未人工复核,原始名称:第五名
D086,供应商第1名(匿名),天孚通信,34.81%(832889806.30元),2025,半边槽位,demo/data/300394/300394__em_天孚通信_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,demo管线自动生成-未人工复核,原始名称:第一名
D087,供应商第2名(匿名),天孚通信,8.24%(197131874.24元),2025,半边槽位,demo/data/300394/300394__em_天孚通信_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,demo管线自动生成-未人工复核,原始名称:第二名
D088,供应商第3名(匿名),天孚通信,7.82%(187250725.00元),2025,半边槽位,demo/data/300394/300394__em_天孚通信_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,demo管线自动生成-未人工复核,原始名称:第三名
D089,供应商第4名(匿名),天孚通信,6.12%(146413734.00元),2025,半边槽位,demo/data/300394/300394__em_天孚通信_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,demo管线自动生成-未人工复核,原始名称:第四名
D090,供应商第5名(匿名),天孚通信,4.52%(108160630.42元),2025,半边槽位,demo/data/300394/300394__em_天孚通信_em__2025_2025年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,demo管线自动生成-未人工复核,原始名称:第五名
D091,新易盛,客户第1名(匿名),36.79%(1139711326.47元),2023,半边槽位,demo/data/300502/300502__em_新易盛_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-23/1219746778.PDF,demo管线自动生成-未人工复核,原始名称:第一名
D092,新易盛,客户第2名(匿名),7.55%(234001176.24元),2023,半边槽位,demo/data/300502/300502__em_新易盛_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-23/1219746778.PDF,demo管线自动生成-未人工复核,原始名称:第二名
D093,新易盛,客户第3名(匿名),7.09%(219562738.21元),2023,半边槽位,demo/data/300502/300502__em_新易盛_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-23/1219746778.PDF,demo管线自动生成-未人工复核,原始名称:第三名
D094,新易盛,客户第4名(匿名),4.80%(148551898.07元),2023,半边槽位,demo/data/300502/300502__em_新易盛_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-23/1219746778.PDF,demo管线自动生成-未人工复核,原始名称:第四名
D095,新易盛,客户第5名(匿名),4.42%(137046010.44元),2023,半边槽位,demo/data/300502/300502__em_新易盛_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-23/1219746778.PDF,demo管线自动生成-未人工复核,原始名称:第五名
D096,供应商第1名(匿名),新易盛,15.03%(244820085.71元),2023,半边槽位,demo/data/300502/300502__em_新易盛_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-23/1219746778.PDF,demo管线自动生成-未人工复核,原始名称:第一名
D097,供应商第2名(匿名),新易盛,12.98%(211346087.87元),2023,半边槽位,demo/data/300502/300502__em_新易盛_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-23/1219746778.PDF,demo管线自动生成-未人工复核,原始名称:第二名
D098,供应商第3名(匿名),新易盛,4.52%(73667408.33元),2023,半边槽位,demo/data/300502/300502__em_新易盛_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-23/1219746778.PDF,demo管线自动生成-未人工复核,原始名称:第三名
D099,供应商第4名(匿名),新易盛,4.15%(67516928.46元),2023,半边槽位,demo/data/300502/300502__em_新易盛_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-23/1219746778.PDF,demo管线自动生成-未人工复核,原始名称:第四名
D100,供应商第5名(匿名),新易盛,3.93%(64020550.52元),2023,半边槽位,demo/data/300502/300502__em_新易盛_em__2023_2023年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2024-04-23/1219746778.PDF,demo管线自动生成-未人工复核,原始名称:第五名
D101,新易盛,客户第1名(匿名),31.74%(2744287306.63元),2024,半边槽位,demo/data/300502/300502__em_新易盛_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-23/1223219348.PDF,demo管线自动生成-未人工复核,原始名称:第一名
D102,新易盛,客户第2名(匿名),12.39%(1071183643.16元),2024,半边槽位,demo/data/300502/300502__em_新易盛_em__2024_2024年年度报告.pdf,https://static.cninfo.com.cn/finalpage/2025-04-23/1223219348.PDF,demo管线自动生成-未人工复核,原始名称:第二名
